title,genre,director,country,year,wiki_url
"Американская трагедия (фильм, 1981)",драма,Марийонас Гидрис,СССР,1981,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D1%82%D1%80%D0%B0%D0%B3%D0%B5%D0%B4%D0%B8%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1981)"
Аманда и инопланетянин,фантастика; комедия,Джон Кролл,США,1995,https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B0%D0%BD%D0%B4%D0%B0_%D0%B8_%D0%B8%D0%BD%D0%BE%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D1%8F%D0%BD%D0%B8%D0%BD
Бесстрашный Жанно,приключенческий; семейный; мультфильм,Жан Имаж,Франция,1950,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%81%D1%82%D1%80%D0%B0%D1%88%D0%BD%D1%8B%D0%B9_%D0%96%D0%B0%D0%BD%D0%BD%D0%BE
Бессонница (мультфильм),,Владимир Лещёв,Латвия,2004,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%81%D0%BE%D0%BD%D0%BD%D0%B8%D1%86%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бессмертный (мультфильм),сказка,Михаил Алдашин,Россия,2012,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%BD%D1%8B%D0%B9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Беспокойные сердца,романтическая драма; симулятор свиданий,Тэцуя Ватанабэ; Хидэки Такаяма,,,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BF%D0%BE%D0%BA%D0%BE%D0%B9%D0%BD%D1%8B%D0%B5_%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0
Бесподобный мистер Фокс,комедия; мелодрама; боевик,Уэс Андерсон,США; Великобритания,2009,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%BD%D1%8B%D0%B9_%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%80_%D0%A4%D0%BE%D0%BA%D1%81
Берсерк (манга),тёмное фэнтези; драма; боевик; меч и колдовство; 1,Наохито Такахаси Тосиюки Кубоока Тосиюки Кубоока Тосиюки Кубоока Син Итагаки,,2012,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D1%81%D0%B5%D1%80%D0%BA_(%D0%BC%D0%B0%D0%BD%D0%B3%D0%B0)
Бескрылый гусёнок (мультфильм),легенда,Оксана Черкасова,СССР,1987,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D0%BA%D1%80%D1%8B%D0%BB%D1%8B%D0%B9_%D0%B3%D1%83%D1%81%D1%91%D0%BD%D0%BE%D0%BA_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
БЕРН·И,приключенческий фильм,Энгус Маклейн,США,2008,https://ru.wikipedia.org/wiki/%D0%91%D0%95%D0%A0%D0%9D%C2%B7%D0%98
Белый верблюжонок,,Зиновий Ройзман,СССР,1974,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%B2%D0%B5%D1%80%D0%B1%D0%BB%D1%8E%D0%B6%D0%BE%D0%BD%D0%BE%D0%BA
Белоснежка и семь гномов (мультфильм),мюзикл; фэнтези,Дэвид Хэнд; Перс Пирс; Уильям Коттрелл; Ларри Мори; Уилфред Джексон; Бен Шарпстин,США,1937,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D1%81%D0%BD%D0%B5%D0%B6%D0%BA%D0%B0_%D0%B8_%D1%81%D0%B5%D0%BC%D1%8C_%D0%B3%D0%BD%D0%BE%D0%BC%D0%BE%D0%B2_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Белоснежка и Алоцветик,сказка,Елена Петкевич,Беларусь,2012,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D1%81%D0%BD%D0%B5%D0%B6%D0%BA%D0%B0_%D0%B8_%D0%90%D0%BB%D0%BE%D1%86%D0%B2%D0%B5%D1%82%D0%B8%D0%BA
"Белоснежка (мультфильм, 1933)",сказка; комедия,Дэйв Флейшер,США,1933,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D1%81%D0%BD%D0%B5%D0%B6%D0%BA%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1933)"
Белолобый (мультфильм),,Сергей Серёгин,Россия,2010,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%BB%D0%BE%D0%B1%D1%8B%D0%B9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Белое золото (Хлопок),,А. Иванов,СССР,1947,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%B5_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE_(%D0%A5%D0%BB%D0%BE%D0%BF%D0%BE%D0%BA)
Белка и Стрелка. Лунные приключения,мультфильм; исторический; комедия; приключения; фантастика,Инна Евланникова; Александр Храмцов,Россия,2014,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BA%D0%B0_%D0%B8_%D0%A1%D1%82%D1%80%D0%B5%D0%BB%D0%BA%D0%B0._%D0%9B%D1%83%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F
Белка и Стрелка. Карибская тайна,исторический; мультфильм; комедия; приключения; фантастика,Инна Евланникова; Александр Храмцов,Россия,2020,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BA%D0%B0_%D0%B8_%D0%A1%D1%82%D1%80%D0%B5%D0%BB%D0%BA%D0%B0._%D0%9A%D0%B0%D1%80%D0%B8%D0%B1%D1%81%D0%BA%D0%B0%D1%8F_%D1%82%D0%B0%D0%B9%D0%BD%D0%B0
Белка и Стрелка. Звёздные собаки,мультфильм; комедия; приключения; 1,Святослав Ушаков; Инна Евланникова,Россия,2010,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BA%D0%B0_%D0%B8_%D0%A1%D1%82%D1%80%D0%B5%D0%BB%D0%BA%D0%B0._%D0%97%D0%B2%D1%91%D0%B7%D0%B4%D0%BD%D1%8B%D0%B5_%D1%81%D0%BE%D0%B1%D0%B0%D0%BA%D0%B8
Белая бабочка (мультфильм),,Галина Тургенева,СССР,1981,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%B1%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Белая шкурка,сказка,Владимир Данилевич,СССР,1968,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D1%88%D0%BA%D1%83%D1%80%D0%BA%D0%B0
Бейблэйд Бёрст,,Кацухито Акияма Кацухито Акияма Кацухито Акияма Кацухито Акияма,,,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B9%D0%B1%D0%BB%D1%8D%D0%B9%D0%B4_%D0%91%D1%91%D1%80%D1%81%D1%82
Бейблэйд,комедия; спокон; приключения,Сугисима Кунихиса,,2002,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B9%D0%B1%D0%BB%D1%8D%D0%B9%D0%B4
Безумный самолёт,комедия,Аб Айверкс; Уолт Дисней,США,1928,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D0%B9_%D1%81%D0%B0%D0%BC%D0%BE%D0%BB%D1%91%D1%82
"Безумный доктор (мультфильм, 1933)",семейный фильм; музыкальный фильм,Дэвид Хэнд,США,1933,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D0%B9_%D0%B4%D0%BE%D0%BA%D1%82%D0%BE%D1%80_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1933)"
Беззаконие (мультфильм),Семейный фильм,Наталья Мальгина,Россия,2010,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D0%B8%D0%B5_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бездомный бог,трагикомедия; приключения; фэнтези; драма,Котаро Тамура Котаро Тамура Котаро Тамура Котаро Тамура,,,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D0%B4%D0%BE%D0%BC%D0%BD%D1%8B%D0%B9_%D0%B1%D0%BE%D0%B3
Бездомные домовые,сказка,Станислав Соколов,СССР,1981,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D0%B4%D0%BE%D0%BC%D0%BD%D1%8B%D0%B5_%D0%B4%D0%BE%D0%BC%D0%BE%D0%B2%D1%8B%D0%B5
Без игры жизни нет,приключения; комедия; фэнтези; этти,Ацуко Исидзука,,2017,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7_%D0%B8%D0%B3%D1%80%D1%8B_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_%D0%BD%D0%B5%D1%82
Безделушка (мультфильм),комедия; семейный фильм,Джон Лассетер,США,1989,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D0%B4%D0%B5%D0%BB%D1%83%D1%88%D0%BA%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бедокуры,комедия,Вадим Курчевский,СССР,1982,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B4%D0%BE%D0%BA%D1%83%D1%80%D1%8B
Бедный Пьеро,мультфильм,Эмиль Рейно,Франция,1892,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D1%8B%D0%B9_%D0%9F%D1%8C%D0%B5%D1%80%D0%BE
Бедная Лиза (мультфильм),драма,Идея Гаранина,СССР,1978,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D0%B0%D1%8F_%D0%9B%D0%B8%D0%B7%D0%B0_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"Беги, ручеёк",фильм-сказка,Пётр Носов,СССР,1963,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B3%D0%B8,_%D1%80%D1%83%D1%87%D0%B5%D1%91%D0%BA"
Бегемотик (мультфильм),сказка,Эдуард Назаров,СССР,1975,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B3%D0%B5%D0%BC%D0%BE%D1%82%D0%B8%D0%BA_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Барток Великолепный,приключения; семейный; мюзикл; сказка,Дон Блут; Гэри Голдман,США,1999,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%82%D0%BE%D0%BA_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%BB%D0%B5%D0%BF%D0%BD%D1%8B%D0%B9
"Барон Мюнхгаузен (фильм, 1961)",фантастика; приключения; кинокомедия,Карел Земан,Чехословакия,1961,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%BE%D0%BD_%D0%9C%D1%8E%D0%BD%D1%85%D0%B3%D0%B0%D1%83%D0%B7%D0%B5%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1961)"
Бармалей (мультфильм),сказка,Леонид Амальрик; Владимир Полковников,СССР,1941,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%BC%D0%B0%D0%BB%D0%B5%D0%B9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Барбоскины Team,комедия; мюзикл; приключения; семейный,Елена Галдобина; Фёдор Дмитриев,Россия,2022,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%BE%D1%81%D0%BA%D0%B8%D0%BD%D1%8B_Team
Барбоскины на даче,комедия; приключения; семейный,Елена Галдобина; Федор Дмитриев,Россия,2020,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%BE%D1%81%D0%BA%D0%B8%D0%BD%D1%8B_%D0%BD%D0%B0_%D0%B4%D0%B0%D1%87%D0%B5
Барби представляет сказку «Дюймовочка»,фэнтезийный фильм,Конрад Хелтен,США,2009,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B8_%D0%BF%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D1%8F%D0%B5%D1%82_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D1%83_%C2%AB%D0%94%D1%8E%D0%B9%D0%BC%D0%BE%D0%B2%D0%BE%D1%87%D0%BA%D0%B0%C2%BB
Барби и Щелкунчик,детский фильм; фэнтези; приключения; рождественский фильм; [вд],Оуэн Херли; [вд],США,2001,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B8_%D0%B8_%D0%A9%D0%B5%D0%BB%D0%BA%D1%83%D0%BD%D1%87%D0%B8%D0%BA
Барби и три мушкетёра,приключения; семейный фильм,Уильям Лау,США,2009,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B8_%D0%B8_%D1%82%D1%80%D0%B8_%D0%BC%D1%83%D1%88%D0%BA%D0%B5%D1%82%D1%91%D1%80%D0%B0
Барби и сёстры в Сказке о пони,Семейный; Фэнтези; Мультипликация,Келли Кайран,США,2013,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B8_%D0%B8_%D1%81%D1%91%D1%81%D1%82%D1%80%D1%8B_%D0%B2_%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B5_%D0%BE_%D0%BF%D0%BE%D0%BD%D0%B8
Барби и дракон,сказочное фэнтези,Оуэн Хёрли,США; Канада,2002,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B8_%D0%B8_%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD
Барби и 12 танцующих принцесс,романтика; приключения,Грег Ричардсон,США,2006,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B1%D0%B8_%D0%B8_12_%D1%82%D0%B0%D0%BD%D1%86%D1%83%D1%8E%D1%89%D0%B8%D1%85_%D0%BF%D1%80%D0%B8%D0%BD%D1%86%D0%B5%D1%81%D1%81
Виктор Астафьев. Весёлый солдат,документальный,Андрей Зайцев,Россия,2010,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D1%81%D1%82%D0%B0%D1%84%D1%8C%D0%B5%D0%B2._%D0%92%D0%B5%D1%81%D1%91%D0%BB%D1%8B%D0%B9_%D1%81%D0%BE%D0%BB%D0%B4%D0%B0%D1%82
"Великий Гэтсби (фильм, 2000)",драма; романтический фильм; экранизация романа; [вд],Роберт Марковиц,Великобритания; США,2000,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9_%D0%93%D1%8D%D1%82%D1%81%D0%B1%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2000)"
Весёлые деньки на Диком Западе,детский фильм,Стюарт Марголин,США,1994,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%91%D0%BB%D1%8B%D0%B5_%D0%B4%D0%B5%D0%BD%D1%8C%D0%BA%D0%B8_%D0%BD%D0%B0_%D0%94%D0%B8%D0%BA%D0%BE%D0%BC_%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%B5
Весёлая хроника опасного путешествия,комедия,Евгений Гинзбург,СССР,1986,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%91%D0%BB%D0%B0%D1%8F_%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F
Великий Мерлин,приключенческий фильм; драма; фэнтези,Стив Бэррон,США; Великобритания,1998,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B5%D1%80%D0%BB%D0%B8%D0%BD
"Весёлое сновидение, или Смех и слёзы",сказка; детский фильм,Игорь Усов,СССР,1976,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%91%D0%BB%D0%BE%D0%B5_%D1%81%D0%BD%D0%BE%D0%B2%D0%B8%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5,_%D0%B8%D0%BB%D0%B8_%D0%A1%D0%BC%D0%B5%D1%85_%D0%B8_%D1%81%D0%BB%D1%91%D0%B7%D1%8B"
"Визит старой дамы (фильм, 2008)",драма,Николаус Лейтнер,Германия; Австрия,2008,"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B8%D1%82_%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%B9_%D0%B4%D0%B0%D0%BC%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008)"
Вечный зов (телесериал),эпический фильм,Владимир Краснопольский; Валерий Усков,СССР,1976,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%B7%D0%BE%D0%B2_(%D1%82%D0%B5%D0%BB%D0%B5%D1%81%D0%B5%D1%80%D0%B8%D0%B0%D0%BB)
Вечер Эдгара Аллана По,фильм ужасов; фильм-тайна,Кеннет Джонсон; [вд],США,1970,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%87%D0%B5%D1%80_%D0%AD%D0%B4%D0%B3%D0%B0%D1%80%D0%B0_%D0%90%D0%BB%D0%BB%D0%B0%D0%BD%D0%B0_%D0%9F%D0%BE
Весна убийств,детективный фильм,Стивен Уильямс,Канада,2002,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D0%BD%D0%B0_%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2
Вечерний экспресс «Сансет Лимитед»,драма,Томми Ли Джонс,США,2011,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%87%D0%B5%D1%80%D0%BD%D0%B8%D0%B9_%D1%8D%D0%BA%D1%81%D0%BF%D1%80%D0%B5%D1%81%D1%81_%C2%AB%D0%A1%D0%B0%D0%BD%D1%81%D0%B5%D1%82_%D0%9B%D0%B8%D0%BC%D0%B8%D1%82%D0%B5%D0%B4%C2%BB
"Визит старой дамы (фильм, 2006)",Трагикомедия,Роман Баскин,Эстония,2006,"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B8%D1%82_%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%B9_%D0%B4%D0%B0%D0%BC%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2006)"
"Визит старой дамы (фильм, 1959)",Трагикомедия,Людвиг Кремер,ФРГ,1959,"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B8%D1%82_%D1%81%D1%82%D0%B0%D1%80%D0%BE%D0%B9_%D0%B4%D0%B0%D0%BC%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1959)"
Визит дамы,трагифарс,Михаил Козаков,СССР,,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B8%D1%82_%D0%B4%D0%B0%D0%BC%D1%8B
Варькина земля,драма; мелодрама,Анатолий Буковский,СССР,1970,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D1%8C%D0%BA%D0%B8%D0%BD%D0%B0_%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F
"Бросок, или Всё началось в субботу",фантастика,Серик Райбаев,СССР,1976,"https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D1%81%D0%BE%D0%BA,_%D0%B8%D0%BB%D0%B8_%D0%92%D1%81%D1%91_%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BE%D1%81%D1%8C_%D0%B2_%D1%81%D1%83%D0%B1%D0%B1%D0%BE%D1%82%D1%83"
Бронзовая птица (фильм),детский; экранизация; приключение,Николай Калинин,СССР,1975,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%BD%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D1%82%D0%B8%D1%86%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Вас вызывает Таймыр (фильм),комедия,Алексей Коренев,СССР,1970,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%81_%D0%B2%D1%8B%D0%B7%D1%8B%D0%B2%D0%B0%D0%B5%D1%82_%D0%A2%D0%B0%D0%B9%D0%BC%D1%8B%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"В круге первом (фильм, 1992)",драма; триллер,Шелдон Ларри,США; Канада; Франция,1992,"https://ru.wikipedia.org/wiki/%D0%92_%D0%BA%D1%80%D1%83%D0%B3%D0%B5_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%BC_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Великая война (документальный цикл),художественно-документальный; докудрама,Анна Граждан,Россия,,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_(%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%86%D0%B8%D0%BA%D0%BB)
"Будь здоров, дорогой!",комедия,Тамаз Гомелаури; Вахтанг Кикабидзе,СССР,1981,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B4%D1%8C_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2,_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%BE%D0%B9!"
Бумбараш,музыкальный фильм; комедия; драма,Николай Рашеев; Абрам Народицкий,СССР,1971,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%BC%D0%B1%D0%B0%D1%80%D0%B0%D1%88
В поисках утраченного времени (фильм),драма; ЛГБТ-фильм; [вд]; экранизация романа,Нина Компанеец,Франция,2011,https://ru.wikipedia.org/wiki/%D0%92_%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0%D1%85_%D1%83%D1%82%D1%80%D0%B0%D1%87%D0%B5%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Буря столетия (мини-сериал),фильм ужасов; триллер; драма,Крейг Баксли,США; Канада,1999,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D1%8F_%D1%81%D1%82%D0%BE%D0%BB%D0%B5%D1%82%D0%B8%D1%8F_(%D0%BC%D0%B8%D0%BD%D0%B8-%D1%81%D0%B5%D1%80%D0%B8%D0%B0%D0%BB)
Бритни навсегда,биография,Лесли Либман,США,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B8%D1%82%D0%BD%D0%B8_%D0%BD%D0%B0%D0%B2%D1%81%D0%B5%D0%B3%D0%B4%D0%B0
Было у отца три сына,мелодрама,Геннадий Иванов,СССР,1981,https://ru.wikipedia.org/wiki/%D0%91%D1%8B%D0%BB%D0%BE_%D1%83_%D0%BE%D1%82%D1%86%D0%B0_%D1%82%D1%80%D0%B8_%D1%81%D1%8B%D0%BD%D0%B0
"В июне 41-го (телесериал, 2008)",драма; военный фильм,Александр Франскевич-Лайе,Беларусь; Россия,2008,"https://ru.wikipedia.org/wiki/%D0%92_%D0%B8%D1%8E%D0%BD%D0%B5_41-%D0%B3%D0%BE_(%D1%82%D0%B5%D0%BB%D0%B5%D1%81%D0%B5%D1%80%D0%B8%D0%B0%D0%BB,_2008)"
Быть братом,социальная драма,Григорий Липшиц,СССР,1977,https://ru.wikipedia.org/wiki/%D0%91%D1%8B%D1%82%D1%8C_%D0%B1%D1%80%D0%B0%D1%82%D0%BE%D0%BC
Был месяц май,военный фильм; драма,Марлен Хуциев,СССР,1970,https://ru.wikipedia.org/wiki/%D0%91%D1%8B%D0%BB_%D0%BC%D0%B5%D1%81%D1%8F%D1%86_%D0%BC%D0%B0%D0%B9
"В тупике (фильм, 1993)",триллер,Джеф Мёрфи,США; Мексика,1993,"https://ru.wikipedia.org/wiki/%D0%92_%D1%82%D1%83%D0%BF%D0%B8%D0%BA%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1993)"
В объективе — животные,научно-популярный фильм,,СССР,,https://ru.wikipedia.org/wiki/%D0%92_%D0%BE%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%B5_%E2%80%94_%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D0%B5
"Ванзейская конференция (фильм, 1984)",драма,Heinz Schirk; [вд],ФРГ,1984,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BD%D0%B7%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1984)"
Бриллиантовое руно,комедия,Эл Уэксман; [англ.],Канада,1992,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B8%D0%BB%D0%BB%D0%B8%D0%B0%D0%BD%D1%82%D0%BE%D0%B2%D0%BE%D0%B5_%D1%80%D1%83%D0%BD%D0%BE
В объятиях убийцы,драма; триллер,Роберт Коллинз,США,1992,https://ru.wikipedia.org/wiki/%D0%92_%D0%BE%D0%B1%D1%8A%D1%8F%D1%82%D0%B8%D1%8F%D1%85_%D1%83%D0%B1%D0%B8%D0%B9%D1%86%D1%8B
Бриллиантовая ловушка,детектив,Дон Тейлор,Великобритания; США,1988,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B8%D0%BB%D0%BB%D0%B8%D0%B0%D0%BD%D1%82%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BB%D0%BE%D0%B2%D1%83%D1%88%D0%BA%D0%B0
