title,genre,director,country,year,wiki_url
3000 Leagues in Search of Mother,приключения; историческая; драма,Исао Такахата; Хадзимэ Окаясу; Кодзо Кудзуха,,1980,https://ru.wikipedia.org/wiki/3000_Leagues_in_Search_of_Mother
1895 (мультфильм),пародия; абсурд,Прийт Пярн; Янно Пылдма,Эстония; Финляндия; Великобритания,,https://ru.wikipedia.org/wiki/1895_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
101 далматинец (мультфильм),приключения; семейный; комедия,Вольфганг Райтерман; Клайд Джероними; Хэмилтон Ласк,США,1961,https://ru.wikipedia.org/wiki/101_%D0%B4%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B5%D1%86_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
32 декабря (мультфильм),мюзикл,Владимир Самсонов,СССР,1988,https://ru.wikipedia.org/wiki/32_%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8F_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
25-е — первый день,плакат,Ю. Норштейн; А. Тюрин,СССР,1968,https://ru.wikipedia.org/wiki/25-%D0%B5_%E2%80%94_%D0%BF%D0%B5%D1%80%D0%B2%D1%8B%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C
20th Century Boys,психологический триллер; научная фантастика,Юкихико Цуцуми,,2008,https://ru.wikipedia.org/wiki/20th_Century_Boys
15 000 рисунков,комедия; роуд-муви,Хайме Эскудеро Хуан-Карлос Трупп,Чили,1942,https://ru.wikipedia.org/wiki/15_000_%D1%80%D0%B8%D1%81%D1%83%D0%BD%D0%BA%D0%BE%D0%B2
12-Sai.,повседневность,Масахару Окуваки; Масаки Одзора,,,https://ru.wikipedia.org/wiki/12-Sai.
10 жизней,мультфильм; комедия,Крис Дженкинс,Великобритания; Канада; Франция; США,2024,https://ru.wikipedia.org/wiki/10_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B5%D0%B9
"9 (мультфильм, 2009)",ститчпанк; драма; ужасы; постапокалипсис; альтернативная история; научно-фантастический фильм; фэнтези; приключения; триллер; постапокалиптический фильм; боевик; фильм-тайна; антиутопический фильм,Шейн Экер,США,2009,"https://ru.wikipedia.org/wiki/9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2009)"
"9,99$",драма,Татья Розенталь,Австралия,2008,"https://ru.wikipedia.org/wiki/9,99$"
"9 (мультфильм, 2005)",драма; триллер; фэнтэзи,Шейн Экер,США,2005,"https://ru.wikipedia.org/wiki/9_(%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2005)"
8 Man,научная фантастика; боевик; приключения,Харуюки Кавадзима; Акинори Кикути; Ясухиро Хориути,,,https://ru.wikipedia.org/wiki/8_Man
3×3 Eyes,приключения; фэнтези; ужасы,Дайсукэ Нисио; Кадзухиса Такэноути,,,https://ru.wikipedia.org/wiki/3%C3%973_Eyes
1+2=Paradise,романтическая комедия; этти,Дзюнъити Ватанабэ,,,https://ru.wikipedia.org/wiki/1%2B2%3DParadise
.hack//SIGN,боевик; драма; приключения; фэнтези,Коити Масимо,,,https://ru.wikipedia.org/wiki/.hack//SIGN
.hack//Liminality,психологическая драма; киберпанк,Коити Масимо,,,https://ru.wikipedia.org/wiki/.hack//Liminality
"Алиса в Стране чудес (фильм, 1999)",фэнтези; семейный фильм; приключенческий фильм,Ник Уиллинг,США; Германия; Великобритания; 1,1999,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%81%D0%B0_%D0%B2_%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%B5_%D1%87%D1%83%D0%B4%D0%B5%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1999)"
"Алый знак доблести (фильм, 1974)",драма; военный фильм; вестерн,Ли Филипс,США,1974,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8B%D0%B9_%D0%B7%D0%BD%D0%B0%D0%BA_%D0%B4%D0%BE%D0%B1%D0%BB%D0%B5%D1%81%D1%82%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1974)"
"Алиса в Стране чудес (фильм, 1985)",приключенческий фильм; семейный фильм; фэнтези,Гарри Харрис,США,1985,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%81%D0%B0_%D0%B2_%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%B5_%D1%87%D1%83%D0%B4%D0%B5%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1985)"
"Алиса в Зазеркалье (фильм, 1998)",фэнтези; приключения; семейный,Джон Хендерсон,Великобритания,1998,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%81%D0%B0_%D0%B2_%D0%97%D0%B0%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D1%8C%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1998)"
Аладдин и его волшебная лампа,приключенческий фильм; комедия; семейный фильм; фэнтези,Тим Бёртон,США,1986,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%B4%D0%B4%D0%B8%D0%BD_%D0%B8_%D0%B5%D0%B3%D0%BE_%D0%B2%D0%BE%D0%BB%D1%88%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F_%D0%BB%D0%B0%D0%BC%D0%BF%D0%B0
Акулы (фильм),боевик; фильм ужасов; триллер,Боб Мисиоровски,США; Израиль; ЮАР,1999,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%83%D0%BB%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Акулосьминог,ужасы; фантастика; боевик; комедия,Деклан О’Брайен,США,2010,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%83%D0%BB%D0%BE%D1%81%D1%8C%D0%BC%D0%B8%D0%BD%D0%BE%D0%B3
Акулий торнадо,фильм-катастрофа; ужасы; фантастика; комедия,Энтони Ферранте,США; 3,2013,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%83%D0%BB%D0%B8%D0%B9_%D1%82%D0%BE%D1%80%D0%BD%D0%B0%D0%B4%D0%BE
"Ад, или Досье на самого себя",драма,Геннадий Беглов,СССР,1989,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4,_%D0%B8%D0%BB%D0%B8_%D0%94%D0%BE%D1%81%D1%8C%D0%B5_%D0%BD%D0%B0_%D1%81%D0%B0%D0%BC%D0%BE%D0%B3%D0%BE_%D1%81%D0%B5%D0%B1%D1%8F"
"Айвенго (фильм, 1982)",приключенческий фильм,Дуглас Кэмфилд,США; Великобритания,1982,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B2%D0%B5%D0%BD%D0%B3%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1982)"
36 безумных кулаков,боевик; комедия,Чэнь Чжихуа,Гонконг,1977,https://ru.wikipedia.org/wiki/36_%D0%B1%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D1%85_%D0%BA%D1%83%D0%BB%D0%B0%D0%BA%D0%BE%D0%B2
33 (фильм),драма,Патрисия Ригген,США; Чили; Колумбия,2015,https://ru.wikipedia.org/wiki/33_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
32-е августа на Земле,драма; мелодрама,Дени Вильнёв,Канада,1998,https://ru.wikipedia.org/wiki/32-%D0%B5_%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82%D0%B0_%D0%BD%D0%B0_%D0%97%D0%B5%D0%BC%D0%BB%D0%B5
34-й скорый,Фильм-катастрофа; приключенческий фильм; драма,Андрей Малюков,СССР,1981,https://ru.wikipedia.org/wiki/34-%D0%B9_%D1%81%D0%BA%D0%BE%D1%80%D1%8B%D0%B9
38-я параллель (фильм),драма; боевик; военный,Кан Джегю,Республика Корея,2004,https://ru.wikipedia.org/wiki/38-%D1%8F_%D0%BF%D0%B0%D1%80%D0%B0%D0%BB%D0%BB%D0%B5%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
32 декабря (фильм),комедия; фантастика; мелодрама,Александр Муратов,Россия,2004,https://ru.wikipedia.org/wiki/32_%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
30 дней до рассвета,фильм ужасов; комедия,Андерс Банке,Швеция,2006,https://ru.wikipedia.org/wiki/30_%D0%B4%D0%BD%D0%B5%D0%B9_%D0%B4%D0%BE_%D1%80%D0%B0%D1%81%D1%81%D0%B2%D0%B5%D1%82%D0%B0
29 километр (фильм),драма; музыкальный фильм,Леонид Андронов,Россия,2012,https://ru.wikipedia.org/wiki/29_%D0%BA%D0%B8%D0%BB%D0%BE%D0%BC%D0%B5%D1%82%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
28 лет спустя,постапокалиптический; фильм ужасов,Дэнни Бойл,Великобритания; США,2025,https://ru.wikipedia.org/wiki/28_%D0%BB%D0%B5%D1%82_%D1%81%D0%BF%D1%83%D1%81%D1%82%D1%8F
28 дней спустя,постапокалиптический; фильм ужасов; Музыка к фильму,Дэнни Бойл,Великобритания,2002,https://ru.wikipedia.org/wiki/28_%D0%B4%D0%BD%D0%B5%D0%B9_%D1%81%D0%BF%D1%83%D1%81%D1%82%D1%8F
28 недель спустя,постапокалиптический; фильм ужасов,Хуан Карлос Фреснадильо,Великобритания; США; Испания; 2,2007,https://ru.wikipedia.org/wiki/28_%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8C_%D1%81%D0%BF%D1%83%D1%81%D1%82%D1%8F
30 безумных желаний,независимый кинематограф,Питер Хатчингс; [вд],США,2018,https://ru.wikipedia.org/wiki/30_%D0%B1%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D1%85_%D0%B6%D0%B5%D0%BB%D0%B0%D0%BD%D0%B8%D0%B9
"29-я улица (фильм, 1991)",комедия; драма,Джордж Галло,США,1991,"https://ru.wikipedia.org/wiki/29-%D1%8F_%D1%83%D0%BB%D0%B8%D1%86%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1991)"
"29 пальм (фильм, 2003)",драма; роуд-муви,Брюно Дюмон,Франция; Германия; США,2003,"https://ru.wikipedia.org/wiki/29_%D0%BF%D0%B0%D0%BB%D1%8C%D0%BC_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2003)"
"24 часа (фильм, 2002)",триллер,Луис Мандоки,США; Германия,2002,"https://ru.wikipedia.org/wiki/24_%D1%87%D0%B0%D1%81%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2002)"
24-25 не возвращается,детективный фильм; драма,Алоиз Бренч; Ростислав Горяев,СССР,1968,https://ru.wikipedia.org/wiki/24-25_%D0%BD%D0%B5_%D0%B2%D0%BE%D0%B7%D0%B2%D1%80%D0%B0%D1%89%D0%B0%D0%B5%D1%82%D1%81%D1%8F
31-й километр,ужасы; мистика,Ригоберто Кастаньеда,Мексика; Испания,2006,https://ru.wikipedia.org/wiki/31-%D0%B9_%D0%BA%D0%B8%D0%BB%D0%BE%D0%BC%D0%B5%D1%82%D1%80
30 свиданий,комедия; мелодрама,Таисия Игуменцева,Россия,2016,https://ru.wikipedia.org/wiki/30_%D1%81%D0%B2%D0%B8%D0%B4%D0%B0%D0%BD%D0%B8%D0%B9
30 ночей паранормального явления с одержимой девушкой с татуировкой дракона,комедийный; фильм ужасов,Крэйг Мосс,США,2012,https://ru.wikipedia.org/wiki/30_%D0%BD%D0%BE%D1%87%D0%B5%D0%B9_%D0%BF%D0%B0%D1%80%D0%B0%D0%BD%D0%BE%D1%80%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE_%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D1%81_%D0%BE%D0%B4%D0%B5%D1%80%D0%B6%D0%B8%D0%BC%D0%BE%D0%B9_%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%BE%D0%B9_%D1%81_%D1%82%D0%B0%D1%82%D1%83%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%BE%D0%B9_%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D0%B0
30 дней ночи,фильм о вампирах,Дэвид Слейд,США,2007,https://ru.wikipedia.org/wiki/30_%D0%B4%D0%BD%D0%B5%D0%B9_%D0%BD%D0%BE%D1%87%D0%B8
27 секунд памяти,документальный,Иван Качалин,Россия; Чехия; Нидерланды,2019,https://ru.wikipedia.org/wiki/27_%D1%81%D0%B5%D0%BA%D1%83%D0%BD%D0%B4_%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%B8
31 июня (фильм),музыкальный фильм; мюзикл; фэнтези,Леонид Квинихидзе,СССР,1978,https://ru.wikipedia.org/wiki/31_%D0%B8%D1%8E%D0%BD%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
31 (фильм),Фильм ужасов,Роб Зомби,США,2016,https://ru.wikipedia.org/wiki/31_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
21 мост,драма; триллер; детектив,Брайан Кирк,США,2019,https://ru.wikipedia.org/wiki/21_%D0%BC%D0%BE%D1%81%D1%82
22 июля (фильм),Драма,Пол Гринграсс,США,2018,https://ru.wikipedia.org/wiki/22_%D0%B8%D1%8E%D0%BB%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
20 тысяч разновидностей пчёл,драма; ЛГБТ-фильм; [вд],Эстибалис Урресола; [вд],Испания,2023,https://ru.wikipedia.org/wiki/20_%D1%82%D1%8B%D1%81%D1%8F%D1%87_%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%B2%D0%B8%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D0%B5%D0%B9_%D0%BF%D1%87%D1%91%D0%BB
21 и больше,комедия,Джон Лукас Скотт Мур,США,2013,https://ru.wikipedia.org/wiki/21_%D0%B8_%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B5
21 грамм,драма,Алехандро Гонсалес Иньярриту,США,2003,https://ru.wikipedia.org/wiki/21_%D0%B3%D1%80%D0%B0%D0%BC%D0%BC
21 ночь с Патти,комедия,Арно Ларье; Жан-Мари Ларье,Франция,2015,https://ru.wikipedia.org/wiki/21_%D0%BD%D0%BE%D1%87%D1%8C_%D1%81_%D0%9F%D0%B0%D1%82%D1%82%D0%B8
22 минуты,боевик,Василий Сериков,Россия,2014,https://ru.wikipedia.org/wiki/22_%D0%BC%D0%B8%D0%BD%D1%83%D1%82%D1%8B
"22 июня, ровно в 4 часа…",драма,Борис Галкин,Россия,1992,"https://ru.wikipedia.org/wiki/22_%D0%B8%D1%8E%D0%BD%D1%8F,_%D1%80%D0%BE%D0%B2%D0%BD%D0%BE_%D0%B2_4_%D1%87%D0%B0%D1%81%D0%B0%E2%80%A6"
22 мили,боевик; триллер,Питер Берг,США,2018,https://ru.wikipedia.org/wiki/22_%D0%BC%D0%B8%D0%BB%D0%B8
24 часа откровенного секса,порнофильм; сексплуатационный фильм,Жозе Можика Маринш; 1,Бразилия,1985,https://ru.wikipedia.org/wiki/24_%D1%87%D0%B0%D1%81%D0%B0_%D0%BE%D1%82%D0%BA%D1%80%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE_%D1%81%D0%B5%D0%BA%D1%81%D0%B0
"24 часа (фильм, 2000)",боевик; драма,Александр Атанесян,Россия,2000,"https://ru.wikipedia.org/wiki/24_%D1%87%D0%B0%D1%81%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2000)"
24 кадра,драма,Аббас Киаростами,Иран; Франция,2017,https://ru.wikipedia.org/wiki/24_%D0%BA%D0%B0%D0%B4%D1%80%D0%B0
23 (фильм),триллер; драма,Ганс-Христиан Шмидт,Германия,1998,https://ru.wikipedia.org/wiki/23_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
24 недели,драма,Анна Зора Берашед; [вд]; 1; 4,Германия,2016,https://ru.wikipedia.org/wiki/24_%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D0%B8
"24 часа из жизни женщины (фильм, 1999)",комедия,Нэнси Савока,США,1999,"https://ru.wikipedia.org/wiki/24_%D1%87%D0%B0%D1%81%D0%B0_%D0%B8%D0%B7_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1999)"
"24 часа из жизни женщины (фильм, 1952)",[вд],Виктор Сэвилл; 1,Великобритания,1952,"https://ru.wikipedia.org/wiki/24_%D1%87%D0%B0%D1%81%D0%B0_%D0%B8%D0%B7_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1952)"
28 дней,драма; комедия,Бетти Томас,США,2000,https://ru.wikipedia.org/wiki/28_%D0%B4%D0%BD%D0%B5%D0%B9
27 свадеб,романтическая комедия,Энн Флетчер,США,2008,https://ru.wikipedia.org/wiki/27_%D1%81%D0%B2%D0%B0%D0%B4%D0%B5%D0%B1
25 ватт,Комедийная драма,Хуан Пабло Ребелья,Уругвай,2001,https://ru.wikipedia.org/wiki/25_%D0%B2%D0%B0%D1%82%D1%82
25-й час,криминальный фильм; драма,Спайк Ли,США,2002,https://ru.wikipedia.org/wiki/25-%D0%B9_%D1%87%D0%B0%D1%81
27-й день,научная фантастика,Уильям Эшер,США,1957,https://ru.wikipedia.org/wiki/27-%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C
27 украденных поцелуев,комедия; драма; мелодрама,Нана Джорджадзе,Грузия; Франция; Германия; Россия,2000,https://ru.wikipedia.org/wiki/27_%D1%83%D0%BA%D1%80%D0%B0%D0%B4%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%BF%D0%BE%D1%86%D0%B5%D0%BB%D1%83%D0%B5%D0%B2
20 сигарет,драма; комедия,Александр Горновский,Россия,2007,https://ru.wikipedia.org/wiki/20_%D1%81%D0%B8%D0%B3%D0%B0%D1%80%D0%B5%D1%82
20 сантиметров,комедия; мюзикл,Рамон Саласар,Испания; Франция,2005,https://ru.wikipedia.org/wiki/20_%D1%81%D0%B0%D0%BD%D1%82%D0%B8%D0%BC%D0%B5%D1%82%D1%80%D0%BE%D0%B2
20 миллионов миль до Земли,научно-фантастический фильм; фильм о монстрах; фильм-катастрофа; приключения; фэнтези; фильм-триллер; фильм ужасов; научно-фантастический фильм ужасов; [вд],Натан Юран,США; Италия; ФРГ,1957,https://ru.wikipedia.org/wiki/20_%D0%BC%D0%B8%D0%BB%D0%BB%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2_%D0%BC%D0%B8%D0%BB%D1%8C_%D0%B4%D0%BE_%D0%97%D0%B5%D0%BC%D0%BB%D0%B8
"Автострада (фильм, 1997)",фильм ужасов; триллер; мистика,Мик Гаррис,США,1997,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%82%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%B4%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1997)"
20 дней в Мариуполе,документальный фильм; военный фильм,Мстислав Чернов,Украина,2023,https://ru.wikipedia.org/wiki/20_%D0%B4%D0%BD%D0%B5%D0%B9_%D0%B2_%D0%9C%D0%B0%D1%80%D0%B8%D1%83%D0%BF%D0%BE%D0%BB%D0%B5
20 000 дней на Земле,документальный; музыкальный,Айан Форсайт; Джейн Поллард,Великобритания,2014,https://ru.wikipedia.org/wiki/20_000_%D0%B4%D0%BD%D0%B5%D0%B9_%D0%BD%D0%B0_%D0%97%D0%B5%D0%BC%D0%BB%D0%B5
20 000 лет в Синг-Синге,Криминальная мелодрама,Майкл Кёртис,США,1932,https://ru.wikipedia.org/wiki/20_000_%D0%BB%D0%B5%D1%82_%D0%B2_%D0%A1%D0%B8%D0%BD%D0%B3-%D0%A1%D0%B8%D0%BD%D0%B3%D0%B5
"20 000 лье под водой (фильм, 1916)",фантастика,Стюарт Патон,США,1916,"https://ru.wikipedia.org/wiki/20_000_%D0%BB%D1%8C%D0%B5_%D0%BF%D0%BE%D0%B4_%D0%B2%D0%BE%D0%B4%D0%BE%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1916)"
"20 000 лье под водой (фильм, 1997)","приключенческий фильм, научная фантастика",Род Харди,США,1997,"https://ru.wikipedia.org/wiki/20_000_%D0%BB%D1%8C%D0%B5_%D0%BF%D0%BE%D0%B4_%D0%B2%D0%BE%D0%B4%D0%BE%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1997)"
"20 000 лье под водой (фильм, 1954)",драма; стимпанк; приключенческий фильм,Ричард Флейшер,США,1954,"https://ru.wikipedia.org/wiki/20_000_%D0%BB%D1%8C%D0%B5_%D0%BF%D0%BE%D0%B4_%D0%B2%D0%BE%D0%B4%D0%BE%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1954)"
15 августа (фильм),комедия,Патрик Алессандрен,Франция,2001,https://ru.wikipedia.org/wiki/15_%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
17 девушек (фильм),драма,Дельфин Кулин Мюриэль Кулин,Франция,2011,https://ru.wikipedia.org/wiki/17_%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%B5%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
20 декабря (телефильм),исторический фильм,Григорий Никулин,СССР,1981,https://ru.wikipedia.org/wiki/20_%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8F_(%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
13-я жертва,ужасы,Мэл Хаус; [англ.],США,2008,https://ru.wikipedia.org/wiki/13-%D1%8F_%D0%B6%D0%B5%D1%80%D1%82%D0%B2%D0%B0
14 амазонок,приключенческий фильм; драма; военный фильм,Чэн Ган; Дун Шаоюн,Гонконг,1972,https://ru.wikipedia.org/wiki/14_%D0%B0%D0%BC%D0%B0%D0%B7%D0%BE%D0%BD%D0%BE%D0%BA
14 июля (фильм),комедия,Рене Клер,Франция,1933,https://ru.wikipedia.org/wiki/14_%D0%B8%D1%8E%D0%BB%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
14+,мелодрама,Андрей Зайцев,Россия,2015,https://ru.wikipedia.org/wiki/14%2B
14 клинков,боевик; триллер,Дэниел Ли,Гонконг; Китай,2010,https://ru.wikipedia.org/wiki/14_%D0%BA%D0%BB%D0%B8%D0%BD%D0%BA%D0%BE%D0%B2
18-14,исторический; детектив; приключение,Андрес Пуустусмаа,Россия,2007,https://ru.wikipedia.org/wiki/18-14
15 минут славы,Криминальная драма; боевик,Джон Херцфелд,США,2001,https://ru.wikipedia.org/wiki/15_%D0%BC%D0%B8%D0%BD%D1%83%D1%82_%D1%81%D0%BB%D0%B0%D0%B2%D1%8B
16 желаний,подростковая; фэнтезийная комедия,Питер Делуиз,США,2010,https://ru.wikipedia.org/wiki/16_%D0%B6%D0%B5%D0%BB%D0%B0%D0%BD%D0%B8%D0%B9
16 кварталов,криминальный фильм; драма; триллер,Ричард Доннер,США,2006,https://ru.wikipedia.org/wiki/16_%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%BE%D0%B2
13-й участок,криминальный фильм; драма; экранизация,Мартин Фрич,Чехословакия,1946,https://ru.wikipedia.org/wiki/13-%D0%B9_%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA
18 бронзовых бойцов,боевик; драма,Джозеф Го; [англ.],Гонконг; Китайская Республика,,https://ru.wikipedia.org/wiki/18_%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%BE%D0%B2%D1%8B%D1%85_%D0%B1%D0%BE%D0%B9%D1%86%D0%BE%D0%B2
"18 мая (фильм, 2007)",боевик драма военный история,Ким Джи Хун; [англ.],Республика Корея,2007,"https://ru.wikipedia.org/wiki/18_%D0%BC%D0%B0%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007)"
18 килогерц,драма,Фархат Шарипов,Казахстан,2020,https://ru.wikipedia.org/wiki/18_%D0%BA%D0%B8%D0%BB%D0%BE%D0%B3%D0%B5%D1%80%D1%86
18-летняя девственница,комедия,Тамара Олсон,США,2008,https://ru.wikipedia.org/wiki/18-%D0%BB%D0%B5%D1%82%D0%BD%D1%8F%D1%8F_%D0%B4%D0%B5%D0%B2%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%B8%D1%86%D0%B0
13 убийц,боевик,Такаси Миикэ,Япония,2010,https://ru.wikipedia.org/wiki/13_%D1%83%D0%B1%D0%B8%D0%B9%D1%86
13-й знак,Ужасы,Джонти Эктон; Адам Мэйсон,Великобритания,2000,https://ru.wikipedia.org/wiki/13-%D0%B9_%D0%B7%D0%BD%D0%B0%D0%BA
13-й апостол,фантастический фильм,Сурен Бабаян,СССР,1988,https://ru.wikipedia.org/wiki/13-%D0%B9_%D0%B0%D0%BF%D0%BE%D1%81%D1%82%D0%BE%D0%BB
13 призраков,фильм ужасов,Уильям Касл,США,1960,https://ru.wikipedia.org/wiki/13_%D0%BF%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D0%BA%D0%BE%D0%B2
13 стульев,Комедия,Эмерих Йозеф Войтек,Нацистская Германия,1938,https://ru.wikipedia.org/wiki/13_%D1%81%D1%82%D1%83%D0%BB%D1%8C%D0%B5%D0%B2
13-й район,боевик,Пьер Морель,Франция,2004,https://ru.wikipedia.org/wiki/13-%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD
13 изгнаний дьявола,фильм ужасов,Хакобо Мартинес,Испания,2022,https://ru.wikipedia.org/wiki/13_%D0%B8%D0%B7%D0%B3%D0%BD%D0%B0%D0%BD%D0%B8%D0%B9_%D0%B4%D1%8C%D1%8F%D0%B2%D0%BE%D0%BB%D0%B0
13 друзей хунты,документальный,,Россия,2014,https://ru.wikipedia.org/wiki/13_%D0%B4%D1%80%D1%83%D0%B7%D0%B5%D0%B9_%D1%85%D1%83%D0%BD%D1%82%D1%8B
13 дней во Франции,документальный фильм; спортивный фильм,Клод Лелуш; Франсуа Рейшенбах,Франция,1968,https://ru.wikipedia.org/wiki/13_%D0%B4%D0%BD%D0%B5%D0%B9_%D0%B2%D0%BE_%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D0%B8
13 грехов,триллер; фильм ужасов,Даниэль Штамм,США,2014,https://ru.wikipedia.org/wiki/13_%D0%B3%D1%80%D0%B5%D1%85%D0%BE%D0%B2
"12 стульев (фильм, 1976)",комедия; мюзикл; мелодрама,Марк Захаров,СССР,1976,"https://ru.wikipedia.org/wiki/12_%D1%81%D1%82%D1%83%D0%BB%D1%8C%D0%B5%D0%B2_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1976)"
